word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
cushion	3.677	6.091	4.824	6.2	6.412	5.936	2.429	2.588	2.849
custom	4.114	5.6	5.303	2.765	2.857	5.258	4.735	3.853	4.229
cut	4.219	2.813	4.5	5.969	6.125	6.133	2	3	4.25
cut (clip)	3.788	4.677	5.229	5.03	4.829	4.686	3.471	2.686	4.206
cut (of meat)	4.061	5.4	5.576	5.75	5.853	4.824	4.667	3.03	5.455
cut (share)	3.6	5.412	4.576	4.03	3.515	4.588	3.971	3.063	4
cut (wound)	5.406	2.813	4.226	6	6.156	6.387	2.323	3.452	4.667
cute	5.343	7.171	5.029	2.941	4.914	6.219	2.771	3.353	2.143
cycle	4.452	5.8	5.455	4.733	4.968	5.556	3.125	3.939	4.4
cyclone	5.647	3.424	4.061	5.75	5.667	3.781	5.514	5.743	4.147
cymbals	5.345	5.467	5.406	5.933	6.125	3.938	4.031	3.767	4.688
cynical	4.206	2.735	5.118	2.235	2.406	4.606	6.088	4.455	4.353
Dad	4.912	6.849	4.618	6.257	6.4	6.853	1.265	5.147	6.706
daffodil	5.529	7	5.091	6.765	6.912	5.765	2.706	2.765	2.576
dagger	5.471	2.743	4.853	6.441	6.606	4.647	4.324	3.727	5.235
daisy	4.394	6.429	4.735	6.6	6.714	5.969	2.314	2.143	2.088
damage	4.618	2.147	4.441	4.114	4.914	5.824	3.543	5.412	5.171
damaged	4.371	2.314	3.6	4.171	4.657	5.559	4	5	4.486
Dame	4.194	5.594	5.469	5.125	4.969	3.697	4.969	4.548	1.242
damp	3.343	3.457	4.486	5.147	4.629	5.471	3.543	3	4.114
damsel	4.794	4.546	3.743	4.912	5.765	3.853	5.086	3.406	1.735
dance	6.424	6.879	5.909	4.807	6.125	6.233	2.546	4.382	2.531
dancer	6.5	6.882	6.235	6.412	6.571	5.879	2.294	3.727	2.114
dancing	7.229	7.333	6.147	5.371	6.5	6.485	2.371	4.306	2.056
dandruff	2.5	2.903	3.758	6.364	6.161	5	4.061	2.156	4.469
danger	7.147	2.029	3.212	3.324	4.765	6.207	2.559	5.563	5.152
dangerous	7.353	2.677	4.563	3.114	4.594	5.879	3.057	5.824	5.5
dangle	4.485	4.485	4.406	3	3.656	3.606	4.364	3.031	3.966
dapper	5.533	6.839	5.871	2.875	4.133	3.357	6	3.903	5.607
dare	6.242	4.606	5.594	3.406	3.5	5.719	3.364	4.636	4.727
dark	4.294	3.714	4.5	4.515	6.086	6.353	1.829	5.229	4.939
darkness	5.333	2.647	3.088	4.706	5.912	6	2.794	5.588	4.697
darling	5.818	7.514	5.147	3.229	3.5	5.75	2.857	4	1.943
data	2.882	4.824	4.697	5.382	4.382	5.933	5.212	4.441	4.606
date	5.559	6.824	5.152	4.382	5	6.121	3.735	4	2.794
date (calendar)	3.394	5.031	4.941	4.971	5.206	6.406	3.118	3.286	3.529
date (fruit)	3.657	5.657	5.471	6.029	6	4.781	3.647	2.059	3.171
date (romantic)	7.156	7.742	5.774	4.406	5.469	6.226	4.061	4.548	2
daughter	4.143	6.371	4.914	5.941	5.879	6.364	2.486	4.457	1.636
dawn	5.9	6.719	5.656	5.031	5.552	4.964	3.719	4.742	3.133
daybreak	6.25	6.938	4.968	4.625	5.258	3.63	4.719	4.871	3.367
daylight	5.849	7.686	5.606	5.212	6.273	6.438	2.971	5.471	3.061
daze	3.743	4.515	4.235	3.353	3.667	4.4	4.758	3.471	3.794
dazzle	6.281	7.313	5.774	3.219	4.273	5.355	4.406	5.033	2.606
dead	4.571	1.629	2.588	5.588	5.765	6.088	2.629	5.029	4.4
deaf	3.344	3.5	2.625	5.091	3.5	5.533	3.229	4.235	4.03
deal	4.424	6	5.971	3.394	4.03	5.967	3.618	4.188	4.857
deal (bargain)	4.794	6.324	5.912	3.559	3.971	5.853	3.882	4.235	4.971
deal (playing cards)	4.735	5.677	5.939	5	5.429	5.265	4.286	3.212	5.314
deal (with)	4.152	5.029	5.909	3.059	2.794	5.758	4.529	4.303	4.177
dear	4.829	6.125	5.2	3.03	3.303	5.667	2.788	3.394	2.5
death	5.212	1.857	3.853	4.029	4.364	6.324	3	6.029	4.6
debacle	5.32	2.96	3.875	3.044	2.87	2.914	6.222	4.917	4.346
debt	3.343	1.971	2.657	4.343	4.2	5.273	5.171	5.882	4.353
debtor	3.133	2.875	3.781	4.742	3.933	2.844	6.387	4.129	5
decadent	6.967	5.903	6.161	2.464	3.867	3.963	6.033	5.607	3.321
decay	3.857	2.677	4.143	4.529	4.971	4.543	5.143	4.029	4.441
deceit	4.559	2.457	3.813	2.4	2.371	4.829	6.229	4.471	4.706
deceive	4.546	2.161	3.971	3	2.636	5.455	5.371	4.97	4.441
decent	5.094	6.875	5.875	2.636	2.97	5.654	4.606	4.387	4.156
deception	5.03	1.943	4.143	2.235	3.029	4.543	5.559	5.514	4.343
deck	3.286	5.229	5.2	6.028	5.697	5.094	3.886	4.086	4.778
deck (cards)	4	5.29	5.5	6.313	6.152	5.758	3.939	2.455	4.875
deck (ship)	3.971	5.206	5.156	6.441	6.485	5.188	3.618	5.636	5.382
declare	5.375	5.829	6.294	3.294	2.849	4.969	5.2	4.818	4.647
decompose	3.576	2.697	3.849	4.882	4.807	4.688	5.515	3.875	4.706
decorate	4.882	6.576	6.171	4.618	4.629	5.771	3.686	4.235	2.548
decoration	5.031	6.258	5.25	4.781	5.29	5.286	3.5	3.655	2.786
decorator	3.818	5.824	5.118	5.879	5.765	5.531	4.441	3.824	4.485
decree	3.387	4.647	5.147	3.71	3.677	3.235	6.121	3.939	4.484
deduct	3.471	4.029	4.807	2.912	2.618	4.618	5.618	3.849	4.182
deduction	4.706	5.343	6.063	2.794	2.886	4.471	5.697	3.765	4.588
deed	4	5.364	5.188	3.943	3.294	4.697	4.6	3.5	4.235
deep	5.765	5.8	4.588	3.794	4.6	6.273	2.914	5.912	4.091
deer	4.344	5.839	5.156	6.667	6.767	5.484	2.818	3.633	2.969
defame	3.581	3.355	4.133	2.807	2.333	2.706	6.656	3.936	4.129
defeat	3.871	2.529	3.333	3.061	3.849	4.971	4.171	5.029	5
defiant	5.121	4.636	6.875	2.839	2.941	4.375	5.364	4.906	4.313
define	3.688	5.152	5.7	3.063	2.406	5.844	5.129	3.613	3.938
definition	3.2	5.412	4.636	3.735	3.514	5.618	4.829	3.647	3.886
deformed	4.667	2.303	2.906	4.824	5.353	4.818	5.029	5.152	4.242
defy	5.677	3.939	6.688	2.719	2.794	5.563	5.229	5.258	4.6
dejected	3.469	2.375	3.71	2.387	2.5	3.303	6.031	3.967	4.063
delay	3.206	3.029	3.485	3.4	3.371	5.546	4.8	4.242	3.971
delicious	7.394	7.879	5.824	3.265	3.853	6.433	3.412	4.853	2.853
delight	7.091	8.059	5.824	3	4.212	5.588	4.029	4.667	2.914
delighted	6.382	8.057	6.441	3.286	4.171	6.156	4	4.939	2.706
delightful	7.371	7.882	6.6	2.657	3.849	5.714	4.486	5.294	2.8
delirium	5.382	3.455	3.152	2.75	3.242	2.818	6.333	4.909	3.281
delude	3.71	3.344	4.031	2.484	2.344	3.688	6.194	4.375	4
deluded	3.971	2.571	4.171	2.229	2.706	4.314	6.086	4.514	4.057
deluge	4.077	4.074	4.393	3.571	3.552	2.576	6.556	4.074	4.308
democracy	4.849	6.645	5.219	3.258	3.546	5.382	5.735	5.849	4.677
democratic	4.242	6.229	5.455	2.765	3.314	4.839	6	5.324	4.844
demolish	6.147	2.889	5.2	5.167	5.471	5.387	4.694	5.914	5.944
demon	6.061	1.906	4.219	3.758	5.75	5.548	4.212	5.469	5.242
dense	3.559	4.242	4.419	3.909	3.727	5.065	5.618	4.182	5.029
dentist	4.657	4.5	3.971	6.375	6.424	5.909	3	3.971	4.882
depress	3.242	2.125	3.406	3.156	3.364	5.313	5.412	4.419	3.936
depressed	3.029	1.559	2.546	3.029	3.543	5.971	5.8	5	3.486
depression	3.794	1.727	2.206	3.059	3.765	6.182	5.735	5.5	3.824
derelict	4.313	3.273	4.424	4.484	4.936	4.171	5.625	4.656	4.706
descend	3.879	4.152	4.313	3.677	3.941	4.969	5.118	3.636	4.455
descent	4.546	4.061	4.594	3.486	4.182	4.242	5.353	4.029	4.412
describe	4.177	5.303	5.875	2.853	3.118	6.188	3.647	3.886	3.697
description	4.086	5.6	5.546	3	2.857	6.088	4.171	4.543	3.743
desert	4.968	4.9	4.258	6.125	6.219	5.581	3.515	5.188	4
deserve	5.303	6.657	6.114	1.912	2.441	5.969	3.943	4.412	3.688
deserving	5.219	7.571	6	2.788	2.667	5.235	4.333	4.813	3.546
design	4.394	6.273	5.853	3.471	4.182	5.567	4.091	4.531	3.294
designer	4.9	5.844	5.625	4.581	4	5.31	4.97	4	2.875
desirable	6.909	7.606	6.387	2.807	4.375	5.727	5.394	5.161	2.594
desire	7.424	6.938	5.879	2.576	3.031	5.621	5.156	5.375	3.258
desk	3.129	4.936	4.807	6.714	6.5	6.571	2.645	3.438	4.241
desks	3.161	5.167	4.6	6.567	6.767	6.036	2.969	3.645	4.429
desolate	3.941	2.914	3.735	2.824	3.353	3.656	5.914	4.529	4.235
despair	4.588	2.03	2.424	3.125	3.706	5.094	5.371	4.853	3.529
desperate	5.152	2.029	3.424	2.333	3.471	6.118	4.647	4.667	3.514
desperation	4.235	2.029	2.853	2.088	2.941	4.781	5.206	5.235	3.294
despise	5.677	1.75	5.129	2.344	3.031	4.677	5.219	5	4.393
dessert	6	7.2	5.242	6.177	6.571	6.147	3.118	3.824	2.771
destination	5	6.091	5.941	4	4.382	5.941	4.647	5.118	4.182
destiny	6.143	6.571	4.382	2	2.606	5.273	5.303	6.147	2.656
destroy	6.031	1.914	6.059	3.943	3.971	5.794	3.8	5.625	5.559
destroyer	4.529	2.286	4.657	4.171	4.2	4.4	4.771	5.941	6.029
destruction	5.353	2	5.147	4.229	5.314	5.088	4.4	6.121	5.882
detach	3.375	3.484	5.333	3.788	3.303	4.788	4.969	3.531	4.121
detached	3.114	3.375	4.829	3.029	3.343	4.657	5.257	4.029	4.588
detail	4.697	6.114	5.618	3.743	3.686	6.059	4.314	2.441	2.794
detailed	4.727	6.125	5.294	3.667	3.548	5.875	4.912	4.088	3.882
determination	7.235	8.029	7.5	2.242	3	5.839	5.059	5.875	4.161
determine	5.177	6.286	6.879	2.882	2.914	5.471	4.882	4.758	4.4
determined	7.015	7.478	7.692	2.881	3.324	6.295	4.942	5.463	4.303
detest	5.097	2.3	5.152	2.394	2.833	4.607	5.258	4.909	4.333
detonate	5.818	2.515	5.774	4.742	4.667	4.625	5.515	5.939	5.576
detonation	6.121	3.125	4.625	4.606	4.576	4.097	5.594	5.75	5.281
develop	5.206	6.794	6.406	2.849	3.212	5.625	4.4	5	3.879
development	5.161	6.727	5.909	3.667	3.419	6.032	5.152	5.5	4.265
deviant	5.147	2.794	5.471	3.235	2.909	4.455	6.371	4.824	4.818
deviation	4.576	4.441	4.844	2.849	2.909	4.588	6.353	4.455	4.029
device	3.824	5.371	5.486	5.382	5	5.912	4.618	3.429	4.618
devil	5.906	2.25	4.182	2.968	5.067	4.786	3.313	5	5.548
devise	4.559	4.677	5.594	3.029	2.939	4.781	5.5	4.182	4.029
devote	5.853	7.088	4.765	2.829	3.212	4.719	5.514	5.286	2.697
devoted	5.182	7.182	6.177	2.914	3.118	5.323	5.171	4.6	2.633
devotion	5.914	7.743	4.829	2.588	3.235	5.719	5.4	5.735	2.629
diabetes	4.625	2.333	3.219	4.333	2.546	5	5.758	4.303	4.194
diamond	6.031	7.188	5.75	6.813	6.697	5.467	3.656	3.387	1.781
diamonds	7.177	7.171	6	6.765	6.794	5.788	3.824	3.429	1.886
dice	4.567	4.968	4.069	6.533	6.414	5	3.032	1.75	4.448
dictionary	3.121	6	5.303	6.394	6.212	5.594	3.765	4.303	4.121
die	4.576	2.114	2.939	4.706	4.677	6.212	2.677	5.485	4.514
died	5.094	1.758	2.967	5.258	5.121	6.452	2.938	5.323	4.485
diffusion	3.529	5.471	4.206	4	3.364	4.121	6.314	3.765	3.971
digest	3.242	5.143	5.059	4.879	3.686	5.594	4.647	4.029	4.2
digestion	3.25	5.939	4.441	5.281	5.029	5.839	5.029	3.781	4.677
digit	3.294	5.029	5.382	4.941	4.912	4.839	4.471	2.588	4.765
digit (finger)	3.771	5	5.086	6.086	5.943	4.382	4.571	2.706	4.171
digit (number)	3.212	5.177	5.382	5.765	6.147	6	3.912	2.941	4.324
digital	4.382	6.143	5.286	5.063	4.546	6.235	4.886	4.273	4.455
digits	3.424	4.943	4.882	5.057	4.829	4.382	4.229	2.914	4.286
digits (fingers)	4.059	5.229	5.829	6.265	6.559	4.086	4.886	2.559	4.265
digits (numbers)	3.829	4.971	5.114	5.6	6.114	5.2	3.857	2.8	4.588
dignified	4.667	7.758	7	2.818	3.125	5.242	5.697	4.906	3.303
dignity	5.114	7.588	6.971	2.229	2.886	5	5.571	5.429	3.4
dildo	6	5.333	5.455	6.6	6.686	5.059	6.829	3.813	3.794
dim	2.941	3.727	4.333	3.875	4.344	4.844	3.914	2.697	4.382
dinner	5.606	6.714	5.849	6.121	6.314	6.629	1.657	3.677	3.257
dinosaur	5.771	5.4	5.412	6.371	6.824	5.576	2.361	6.429	5.917
diploma	6.125	7.152	6.563	5.406	5.75	5.273	5.727	4.606	3.909
diplomat	3.742	5.71	5.344	4.75	4.323	4.161	5.781	4.5	5.035
dire	3.71	2.281	4.212	2.719	2.344	4.606	5.706	4.097	4.5
direct	5.088	6	6.758	4.029	3.353	5.273	4.294	4.515	4.97
direction	4.758	5.849	5.781	3.576	3.781	6.031	3.636	4.484	4.121
dirt	3.147	2.971	4.829	5.971	6.029	5.794	2.086	3.235	5.177
dirty	4.824	2.971	4.265	4.677	5.438	6.313	2.059	3.912	5.029
disappoint	4	2.457	3.6	3.086	3.343	6.294	3.677	4.686	4.114
disappointed	3.818	2.441	3.485	2.471	3.177	6.182	3.471	4.441	3.909
disaster	5.794	1.333	2.727	3.971	5.618	5.677	3.943	6.343	4.618
disband	3.469	3.875	4.313	3.281	2.71	3.546	5.636	3.063	4.364
disciple	3.714	5.2	3.559	4.057	3.971	5.029	4.114	4.114	4.943
discipline	4.563	4.719	4.129	2.844	3.875	5.448	4.424	4.875	4.469
disclose	4.219	4.5	4.871	2.5	2.438	3.862	5.903	3.967	3.966
disclosure	3.714	4.939	4.941	2.909	2.471	4.147	6.343	4	4.086
disco	6.303	6.375	5.774	5.152	5.75	4.815	3.97	4.563	3.4
discomfort	5.281	2.697	2.909	3.03	3.5	5.483	4.667	4.438	3.4
disconnect	3.25	3.5	4.25	4.147	3.212	5.471	4.794	3.594	4.394
discourage	3.235	3.118	4.059	2.849	2.667	5	5.088	4.242	4.471
discover	6.188	7	6.839	3.375	4.344	6.125	3.625	5.531	4.303
discovery	6.912	7.429	6.559	3.714	4.057	5.424	4	5.857	4.559
discrete	4.125	5.147	5.121	3.219	3.121	4.939	5.543	3.235	3.697
discretion	3.818	5.182	5.182	2.394	2.97	4.968	6.235	3.576	3.576
disdain	4.4	2.867	4.667	2.482	2.586	3.656	6.333	3.929	4.3
disease	4.059	1.765	3.177	5.059	4.794	5.794	4.029	4.912	4.059
diseased	3.882	1.667	3.353	4.4	4.514	4.912	4.735	5	4.657
disfigured	4.412	2.588	2.97	4.118	5.177	4.667	5.706	4.441	4.576
disgust	4.514	2.371	4.853	3.121	4.242	5.531	4.657	4.588	4.091
disgusted	4.576	2.029	5.486	2.914	3.743	5.735	4.229	4.914	4.294
disgusting	4	1.829	4.057	2.743	4.382	6.114	3.029	5	4.886
dish	3.5	5.194	5.375	6.207	6.065	6.042	2.933	2.767	3.407
disloyal	4.543	2.029	3.429	2.657	2.943	4.571	5.294	4.788	4.029
dismiss	3.576	3.212	4.344	3.406	3	4.9	5.063	3.6	4.214
disparity	3.433	3.125	3.667	2.172	2.161	3.438	6.467	4.767	3.655
displeased	4.286	2.371	4.543	3.029	3.886	4.886	4.706	4.086	3.686
dispose	3.265	3.353	4.824	3.771	3.206	4.765	5.229	3.606	4.529
disposition	4.031	4.548	4.529	2.6	2.281	3.645	6.333	4.563	4.281
dissent	4.355	3.1	5.161	2.667	2.781	3.4	6.303	4.188	4.484
dissident	4.679	3.852	4.846	3	2.741	2.656	6.786	4.192	4.72
distant	3.5	3.97	3.774	3.147	4.088	6.194	4.424	4.727	4.206
distinction	5.147	6.647	6.219	2.912	3.182	4.636	5.486	4.735	4.455
distinguish	4.594	5.606	6	2.879	2.97	5.515	5.697	3.909	4.206
distract	4.143	3.735	4.257	3.177	2.849	5.667	4.029	3.941	4.242
distraction	4.588	3.912	3.455	3.03	3.118	6.088	4.677	4.412	4.061
distress	5.457	2.286	2.914	3.286	3.943	5.375	4.853	4.971	3.424
distressed	4.294	2.647	3.182	2.824	3.618	5.455	5.5	4.765	3.794
disturb	5.265	2.849	4.563	2.971	3.529	5.364	3.912	4.429	4.281
disturbed	4.353	2.091	3.412	2.886	3.182	4.849	4.588	4.4	4.382
ditch	3.469	3.424	4.455	5.125	4.938	4	4.125	3.875	4.258
dive	5.314	5.6	5.829	4.382	5.118	5.686	3.382	4.171	4.086
diver	4.438	5.125	5.433	6	6	5.3	3.849	3.3	5.031
diverse	5.088	7.229	5.286	2.485	3.771	5.412	5.857	5.457	4
divert	4.394	4.344	4.387	3.742	3.281	4.594	5.485	4.031	4.303
divination	3.833	5.556	4.577	2.704	2.36	2.818	6.129	4.667	3.37
divine	6.125	7.469	5.419	1.936	2.484	4.367	4.625	5.719	2.931
divorce	5.094	2.581	4.344	4.25	3.313	5.333	4.781	5.161	3.733
dizzy	4.839	3.516	3.531	3	3.875	5.071	3.281	3.323	3.464
docile	2.533	5.065	3.621	3.033	3.267	3.933	6.276	3.138	3.074
dock	3.514	4.971	4.824	6.235	5.371	4.353	4.486	4.629	4.743
dock (deduct)	3.903	3.424	3.656	3.862	2.364	3.697	5.875	3.781	4.529
dock (ship)	3.719	5.382	4.636	6.188	6.182	4.813	4.177	5.125	5.371
doctor	5.088	6.118	4.353	6.382	6.546	6.455	2.441	4.147	5.118
doctrine	4.968	4.871	4.367	3.774	2.839	3.242	6.719	5.484	4.968
document	3.25	5	5.588	6.059	6.091	6.094	5.118	3.667	4.364
dodgy	4.257	2.788	4.121	3.394	3.313	5.333	4.486	3.727	4.758
dog	6.147	7.067	6.242	6.833	6.889	6.84	1.735	3.273	4.606
dogma	5.192	3.357	2.815	2.107	2.071	2.903	6.536	5.214	4.852
dole	3.333	3.107	3.517	3.778	3.25	3.414	6.103	3.071	4.654
doll	3.515	5.765	4.618	6.371	6.4	5.441	1.6	2.057	1.677
dollar	5.706	5.743	5.057	6.514	6.5	5.543	3.743	3.794	5.171
dolls	3.882	5.559	5.686	6.286	6.457	5	1.771	2.457	1.914
dolphin	5.406	6.531	5.194	6.849	6.818	5.71	2.515	4.871	2.909
dome	3.406	5.188	4.807	5.867	6.03	3.643	4.455	4.625	4.233
dominate	6.914	3.941	8.371	2.8	3.886	5.324	5.486	5.943	5.657
donkey	3.706	5.182	5.343	6.588	6.667	5.281	2.543	4.059	4.857
doom	5.688	1.636	2.75	2.182	2.563	4.31	4.375	5.75	4.767
doomed	4.906	1.645	2.594	3.032	2.75	4.581	4.727	5.486	4.818
door	2.818	5.333	5.156	6.636	6.686	6.743	1.714	3.571	4.265
doorman	3.429	4.943	4.529	6.471	6.324	5.114	4.806	3.743	6.444
dope	3.903	4.226	4.613	4.188	3.586	3.781	5.875	3.03	4.879
dope (drugs)	5.5	2.677	3.618	5.818	5.794	5	6.118	3.97	5.382
dope (idiot)	3.353	2.543	4.324	3.343	4.061	3.75	5	3.559	4.912
dopey	3.125	3.576	4.394	2.697	4	4.125	3.939	3.677	4.853
dose	3.171	4.576	4.182	4.265	3.686	5.324	4.857	2.882	4.147
doubt	4.273	2.971	3.382	2.588	2.765	6.029	4.677	4.088	3.794
dough	4.121	5.588	5.382	6.118	5.941	5.344	3.147	2.794	3.943
dough (baking)	4.706	6.206	5.735	6.471	6.206	5.529	3.118	3.059	2.912
dough (money)	5.485	6.314	5.177	5.857	5.758	3.515	5.212	4.229	5.353
dove	4.059	6.273	5.147	6.086	6.5	4.875	3.029	2.4	2.647
dove (bird)	4.529	6.686	5.824	6.229	6.429	5.941	3.429	2.629	2.143
dove (dive)	4.438	4.939	5.625	4.438	5.094	4.433	4.061	3.29	4.219
down	3.303	3.941	4.5	3.382	4.229	6.333	1.8	3.057	4.088
down (direction)	3.188	4.147	3.936	4.71	4.469	6.559	2.286	3.469	4.636
down (fur)	3	4.844	4.909	5.936	5.379	3.563	5.25	3.281	3.412
down (sad)	3.188	2.75	3.129	2.875	4.849	6.065	3.125	3.968	4.031
drab	2.364	3.364	3.938	3.059	3.941	3.618	5.5	3	4.177
draft	3.727	5.091	4.765	4.531	3.412	5.267	4.559	3.588	4.156
draft (breeze)	3.515	4.788	4.424	4.563	4.546	5.909	3.543	2.697	3.576
draft (first version)	3.177	5.382	5.618	5.088	4.471	6.121	5.618	3.5	4.147
drag	3.794	3.714	3.941	4.206	4.714	5.265	3.794	3.636	4.486
dragon	6.781	4.938	5.867	4.839	6.345	5.259	3.063	5.531	5.387
drama	5.647	4.471	4.677	4.029	3.735	6.125	4	5.265	2.529
draught	4.103	3.483	4.276	4.1	3.581	3.778	5.133	3.793	4.36
draw	4.697	6.029	6.257	4.971	5.424	6.121	2.171	3.303	3.636
draw (artistic)	5.152	6.143	6.029	4.343	5.229	5.879	2.057	4	3.206
draw (attract)	6.206	6.824	5.971	2.886	3.543	4.875	4.5	4.743	3.343
draw (choose)	4.514	5.486	5.235	4.114	3.971	4.546	4.057	3.543	3.971
draw (tie)	3.313	4.909	5.333	4.636	4.188	5.063	4.125	3.091	4.485
drawers	2.912	5.147	5.114	6.343	6.086	5.853	3	3.571	3.571
drawing	4.771	6.029	5.265	5.735	5.771	5.735	2.371	3.706	3.324
dread	5.548	2.065	3	2.5	2.875	4.5	5.063	4.871	4.379
dream	6.303	7.406	5.125	2.719	4.059	6.615	2.824	5.5	3.094
dreams	6.667	6.849	4.882	2.742	4.161	6.367	2.829	5.667	3.03
dreary	2.656	2.657	3.781	2.794	3.8	4.343	4.853	3.441	3.829
dress	5.629	6.371	5.879	6.611	6.727	6.71	2.028	3.265	1.472
dress (formal)	5.688	6.645	5.625	5.031	5.875	6.125	3.606	3.879	2.375
dress (put on clothes)	5.265	6.212	6.813	5.147	5.794	6.647	1.971	3.788	2.588
dress (skirt)	5.788	6	5.2	6.543	6.781	6.344	2.543	3.206	1.529
dressed	4.364	6.273	5.879	4.938	5.606	6.394	2.485	3.281	3.156
dresser	4.286	5.5	4.743	5.914	5.559	4.618	4.2	3.343	2.229
drift	3.515	4.471	4.706	3.206	3.697	4.667	4.647	3.559	4.412
drifter	3.853	4.088	4.576	3.625	4.118	3.824	5.813	3.182	4.829
drifting	4.219	4.5	4.03	3.147	4.118	4.909	5.088	4	4.091
drill	4.441	4.273	5.719	6.314	6.353	4.879	3.471	3.118	5.529
drill (practice)	4.324	4.485	3.714	4.286	4.382	4.063	4.882	3.571	5.088
drill (tool)	3.629	4.943	6.343	6.515	6.543	5.647	3.529	3.441	6
drive	4.813	5.774	6.094	4.818	5.25	6.103	2.969	4	4.879
drive (car)	5.529	5.886	6.514	5.818	6.177	6.438	2.771	4.353	5.029
drive (motivation)	6.375	7.6	7.303	2.849	3.03	5.758	5.265	5.242	4.588
drop	3.606	3.8	4.515	4.294	4.636	5.839	2.333	3.485	4.364
drop (fall)	4.469	3.438	3.967	4.813	5.344	5.75	2.839	4.355	4.125
drop (rain)	3.765	5.086	5.03	5.886	6.5	6.121	2.457	1.471	3.088
dropped	3.8	3.486	3.618	4.727	4.485	5.75	2.657	3.515	4.25
drought	3.688	2.353	3.242	5.188	5.088	5.219	5.206	5	4.697
drown	4.647	1.853	2.735	4.735	4.912	5.177	3.529	4.441	4.324
drug	5.886	4.206	5.314	5.6	5.765	6.452	5.088	4.114	4.765
drugged	4.471	2.235	3.088	4.324	4.324	5	5.5	4.412	5.091
drum	5.419	5.469	6.167	6.655	6.567	5.519	2.563	3.774	5.387
drummer	5.457	5.857	6.029	6	6.364	5.647	3.657	4.394	5.571
drums	6.172	6.061	6.367	6.7	6.724	6.174	2.969	4.281	5.172
drunk	5.794	4.8	4.286	4.343	5.857	6.576	5	4.657	5.029
dubious	4.167	3.29	3.906	2.161	2.742	3.829	5.844	4.032	4.258
duck	4.4	5.686	5.086	6.571	6.6	5.543	1.8	2.714	3.971
duck (bird)	3.121	5.788	5.031	6.788	6.849	5.719	1.818	2.636	3.697
duck (cricket)	2.793	4.815	5.148	4	4	2.061	6	3.333	5.419
duck (crouch)	3.941	4.514	4.636	4.486	4.943	4.629	3.353	2.765	4.706
duet	4.667	5.735	5.273	4.548	5.125	5.094	4.371	3.485	3.5
duke	3.546	5.588	5.25	5.514	5.343	3.765	4.086	4.588	6.486
dull	2.057	2.694	4.206	3.139	3.971	6.125	3.833	2.943	4.75
dumb	3.546	2.813	3.182	2.969	3.364	5.531	3.061	3.344	4.613
dummy	3.206	3.853	4.606	4.849	5.382	5.031	2.677	2.813	4.212
dummy (idiot)	3.229	2.143	3.938	3.457	4.788	3.875	3.4	3.303	4.706
dummy (mannequin)	3.265	4.697	4.636	6.333	6.485	4.781	3.824	3.129	3.235
dummy (nipple)	4	5.364	4.343	5.688	5.824	3.771	2.758	2.152	2.559
dump	3.618	2.941	4.333	4.412	4.559	5.29	3.765	3.765	4.735
dune	4.375	5.097	5.121	5.581	5.355	3.483	4.839	4.3	4.103
dung	2.818	3.469	4.486	6.152	5.706	4.485	3.97	2.765	4.758
dungeon	5.206	2.441	2.807	6.118	6.118	4.677	3.882	4.471	5.353
durable	4.647	7	6.576	3.177	3.571	4.765	5.412	4.943	4.794
dusk	4.471	5.667	4.765	4.324	5.412	5.125	4.114	3.857	3.818
dust	2.714	3.771	4.686	5.677	5.629	6.118	2.914	1.857	3.771
dustbin	2.094	4.125	5.194	6.727	6.548	5.167	3.182	2.774	4.656
duster	2.719	4.857	5.324	6.424	6.485	5	3.657	2.629	3.303
dustpan	2.281	4.5	4.75	6.294	6.219	5.118	3.941	2.771	3.758
dusty	3.667	3.424	4.438	4.788	5.546	5.484	3.188	2.625	3.767
duty	3.824	5.029	4.485	3.059	3.061	5.375	4.394	4.97	4.471
duvet	5.258	6.516	5.5	6.714	6.5	5.964	3.6	3.867	3.143
dwarf	4.484	4.452	4.452	6	5.781	3.926	3.813	2.219	4.567
dwell	3.484	4.065	4.323	3	2.774	3.387	5.258	3.807	3.786
dye	3.594	5.25	5.29	5.677	5.406	5.727	4.485	3.129	3.091
dying	5.853	1.909	2.424	3.212	3.909	5.923	3.382	5.152	4.061
dynamite	7.594	3.788	5.125	6.433	6.219	4.452	4.394	5.03	5.194
dynasty	5.188	4.967	4.667	4.097	3.909	2.849	6	5.813	4.742
eager	6.656	6.824	6.647	3.625	3.571	5.697	4.429	4.697	3.531
eagle	5.912	5.971	5.529	6.719	6.839	5.636	2.912	4.781	5.576
ear	3.471	5.353	5.118	6.853	6.853	6.697	1.765	2.059	3.912
earn	5.914	7.177	6.265	4.514	3.6	6.088	4.5	4.758	4.886
earphones	3.97	5.765	5.588	6.853	6.794	6.656	4.303	2.265	4.212
earth	4.765	6.229	4.706	6.636	6.667	6.206	2.677	5.939	3.5
earthquake	6.118	2.171	4.029	6.114	6.114	5.147	3.829	6.382	4.667
ease	4.314	6.914	6.143	2.829	3.529	5.059	4.057	3.882	3.286
easy	4.914	6.8	6.371	3.143	3.257	6	2.059	3.559	3.4
easygoing	4.563	7.576	5.667	2.879	3.546	5.781	4.879	3.939	3.818
