word	valence	arousal	dominance	concreteness	imageability	age of acquisition
maska	4.66	3.64	4.70	2.14	7.82	6.48
maskotka	6.46	3.00	4.70	2.32	7.72	6.00
maskować	4.52	3.76	4.68	4.54	5.90	10.06
masło	5.46	2.90	4.48	1.88	8.16	6.98
masować	6.82	3.40	5.30	3.40	7.46	8.54
masturbować	4.46	5.66	4.28	4.32	7.56	11.68
masywny	5.06	3.94	6.33	4.30	6.52	9.72
maszerowanie	5.20	3.66	5.20	3.68	7.04	8.34
maszt	5.40	3.16	5.94	2.04	7.56	9.16
maszyna	5.26	3.66	5.90	1.86	7.06	7.08
maszyna do szycia	5.62	3.18	5.12	1.76	8.10	8.82
maść	5.00	3.32	4.82	2.06	7.50	8.62
mata	5.34	3.06	5.16	1.76	7.16	9.02
materac	5.60	2.84	4.98	1.68	7.98	7.74
materialistyczny	4.04	4.04	5.08	5.82	4.50	11.28
materiał	5.60	3.06	5.32	2.52	6.58	8.54
matka	7.72	3.72	6.26	2.56	7.98	6.90
matryca	5.20	3.22	5.66	2.78	5.72	12.36
mądrość	7.34	3.92	6.94	7.04	4.96	8.52
mądry	7.12	3.94	7.02	6.68	5.34	6.52
mąka	5.22	2.74	5.02	2.02	8.06	7.16
mebel	5.46	3.00	5.22	1.78	7.56	7.74
mech	5.70	2.50	4.70	1.72	7.62	8.30
mecz	5.78	3.88	5.26	2.84	7.44	6.56
medal	6.98	4.46	6.66	2.12	7.78	7.72
meduza	4.76	3.56	5.20	1.88	8.02	9.38
medycyna	5.68	3.60	6.58	4.30	6.34	9.58
melancholia	4.00	2.90	3.78	7.40	5.06	11.06
melodia	6.88	3.46	5.38	4.50	6.00	7.46
melodyjka	6.00	3.58	5.00	4.06	6.42	7.04
melon	5.82	2.86	5.02	2.00	8.16	8.36
membrana	5.33	3.30	5.10	2.21	6.19	13.33
menu	5.98	2.66	5.42	2.26	7.22	8.46
metal	5.30	3.82	6.12	2.16	7.38	8.20
metoda	5.60	3.50	6.08	5.28	3.98	9.38
metr	5.26	3.32	5.04	3.88	6.14	7.34
metro	5.68	4.16	5.32	1.78	8.06	8.62
mewa	5.78	3.34	5.20	1.70	8.04	8.36
męka	2.18	6.14	3.04	5.52	6.14	9.78
mętny	3.96	3.66	3.60	4.34	6.48	10.96
mężczyzna	6.48	4.26	6.06	2.20	7.86	6.78
mgiełka	5.88	2.88	4.70	2.82	7.02	9.14
mgła	4.86	2.82	4.24	3.04	7.82	7.72
miasto	6.10	3.54	5.88	2.76	7.62	6.88
miazga	4.10	4.42	3.72	2.74	6.66	10.28
miąższ	5.48	3.50	4.82	2.66	7.02	10.58
miecz	5.20	4.42	6.92	1.82	8.10	7.38
mieć	6.00	4.20	6.54	4.76	4.58	5.88
mieć nadzieję	6.76	4.38	5.26	7.10	4.76	9.06
mieć żal	2.92	5.18	3.46	6.14	4.92	9.96
miednica	4.90	3.36	4.78	2.04	7.60	10.48
miedź	5.46	3.06	5.40	2.02	6.80	10.14
miejsce	5.52	2.82	5.20	3.98	5.44	6.32
mielenie	4.72	3.68	4.82	3.68	6.84	9.54
mierny	3.48	3.96	3.46	5.90	4.56	11.14
mierzyć	5.14	3.68	5.48	4.14	6.98	7.64
miesiąc	5.04	3.22	4.98	3.90	5.36	7.34
mieszać	5.02	3.74	5.22	3.86	7.10	7.14
mieszadło	5.08	3.22	4.98	2.28	6.82	10.04
mieszkanie	6.52	2.96	6.38	2.70	7.42	7.70
mieszkaniec	5.38	3.18	5.26	2.78	5.62	8.96
miękki	6.12	2.48	4.40	4.44	6.94	6.08
mięso	5.86	3.54	5.04	2.08	7.90	6.06
mięśnie	5.82	4.30	6.44	2.02	7.50	8.76
migać	5.10	3.84	4.88	3.78	6.62	9.04
mikroskop	5.68	3.34	5.66	1.84	7.90	9.60
mila	5.46	2.86	5.52	3.96	4.74	10.36
milczeć	4.56	3.10	4.24	4.82	6.50	7.48
milczenie	4.60	3.26	4.38	4.92	5.94	8.28
miliard	7.08	4.68	6.78	4.18	6.16	9.98
milion	6.46	5.02	6.80	4.10	6.54	8.60
milioner	6.62	5.08	7.76	2.72	6.64	9.20
milutki	6.30	3.22	5.02	5.56	5.88	6.74
miło	7.08	3.38	5.78	6.45	5.04	7.00
miłosierny	6.42	3.54	5.72	6.92	4.86	9.46
miłość	8.28	6.16	6.06	7.50	6.54	6.96
miły	7.14	4.16	5.30	6.18	5.60	6.54
mim	5.45	3.04	4.94	2.49	7.44	11.20
mimoza	4.29	2.73	3.98	3.85	4.83	13.77
mini	5.48	3.46	4.08	3.18	6.88	8.90
minus	3.84	3.52	3.84	4.90	7.36	7.28
minuta	5.02	2.82	4.72	4.68	5.60	6.92
miotła	4.90	2.82	4.64	1.86	8.26	7.22
miód	6.62	3.38	5.30	1.82	8.26	6.96
misiek	6.62	3.90	4.98	2.00	7.78	5.44
miska	5.16	2.70	4.70	1.68	8.04	6.28
mistrz	7.22	4.52	7.72	4.38	6.06	8.66
mistrzowski	7.16	4.50	7.42	5.78	4.90	10.08
mistycyzm	5.88	3.41	5.32	7.36	4.00	12.72
mistyk	5.48	3.55	5.54	5.39	5.14	13.04
mitra	5.15	3.56	5.20	3.23	4.86	14.06
mleczarnia	5.38	2.78	4.83	1.86	6.94	8.94
mleko	5.92	2.60	4.98	2.00	8.06	5.12
młode	6.18	3.98	4.69	4.18	6.44	7.64
młody	6.52	3.92	5.28	4.72	6.50	7.88
młodzież	5.68	4.66	5.58	3.40	7.00	9.24
młot	4.88	3.80	5.82	1.70	7.98	7.78
młot kowalski	5.06	3.94	5.32	1.84	8.14	7.76
młotek	5.24	3.84	6.16	2.02	6.53	10.26
młyn	5.42	3.64	5.26	1.94	7.98	8.02
mnich	5.30	2.98	4.94	2.74	7.48	9.62
moc	6.76	5.26	7.22	6.26	5.28	7.50
mocno	5.86	5.20	6.74	5.50	5.08	6.54
mocny	6.16	4.56	7.06	5.34	5.36	6.78
mocz	3.34	4.38	3.96	1.80	7.96	9.38
moda	5.40	4.16	5.08	5.42	5.88	9.18
modalny	5.13	3.30	5.23	5.63	3.46	12.71
model	5.44	3.60	5.52	3.60	6.84	8.62
modelowanie	5.74	3.48	5.92	4.40	6.26	10.96
modem	5.31	3.64	5.42	2.24	7.00	10.58
modlić się	5.64	3.58	5.20	5.66	7.42	7.38
modny	6.12	4.22	5.28	5.80	6.14	9.14
mokka	5.72	3.80	5.20	2.62	5.28	12.98
mokro	4.32	4.02	4.50	3.24	7.02	6.28
molo	6.28	2.92	5.12	2.00	7.76	9.36
Mołdawia	5.50	3.20	4.64	2.66	4.10	11.48
moment	5.32	3.54	5.08	6.04	4.16	8.56
Monako	5.82	3.46	5.34	2.44	5.10	11.76
monarcha	5.38	3.98	7.60	3.24	6.52	10.44
moneta	5.94	3.46	6.04	1.94	8.04	6.80
Mongoł	4.84	3.24	4.90	2.22	6.55	11.58
moralistyczna	4.78	3.67	5.29	6.88	3.74	12.78
moralny	5.82	3.76	5.68	7.26	3.92	10.60
morderca	1.78	6.92	5.76	3.36	6.70	9.46
mordować	1.82	6.32	5.68	4.02	7.20	10.08
morze	6.90	3.78	5.70	2.58	8.16	6.32
mosiądz	5.26	3.52	5.50	2.08	6.16	11.54
most	5.60	3.02	6.04	2.08	8.08	6.90
moszna	4.42	4.38	4.90	2.02	7.39	12.24
mościć się	5.05	3.52	5.12	5.00	5.14	12.26
motel	5.26	3.64	4.57	2.30	7.48	10.28
motyl	6.66	3.04	5.06	1.76	8.10	5.88
motyw	5.54	3.46	5.44	5.40	4.62	10.90
możliwość	5.98	3.96	6.48	6.18	3.80	9.20
możny	5.66	3.82	6.98	5.33	5.70	10.27
móc	6.66	3.84	6.88	5.96	4.18	6.48
mówiący	5.52	3.98	6.40	4.14	5.90	7.68
mówić	5.54	3.30	5.90	4.18	6.74	5.42
mówienie	5.82	3.66	5.96	4.68	6.82	6.92
mózg	6.46	3.98	6.88	2.54	7.96	7.94
mrok	4.18	4.48	4.58	4.24	7.58	8.70
mrowienie	4.26	3.96	3.88	4.39	6.16	10.18
mrówka	4.72	3.34	3.80	2.12	8.16	6.54
mróz	4.22	4.26	4.48	3.26	7.56	6.98
mrugnięcie	5.78	3.46	4.98	3.56	7.32	8.18
mrzonka	4.28	3.67	4.13	5.86	3.70	12.48
mścić	3.14	5.80	5.57	6.34	5.42	9.00
mściwy	2.74	5.96	5.54	6.30	5.44	9.92
muczeć	5.40	3.58	4.39	3.98	7.22	7.12
muł	4.10	3.36	3.76	1.80	6.94	9.44
mumia	4.64	3.08	4.50	2.00	7.90	8.52
Murzyn	5.14	4.54	4.02	2.28	8.12	8.48
musi	3.96	4.54	4.24	6.30	3.62	6.74
muskularny	6.28	4.48	6.72	3.76	7.30	10.38
mutacja	4.42	4.64	4.58	4.34	5.62	10.42
muza	6.38	3.68	5.76	5.73	5.78	10.60
muzeum	5.94	2.58	5.52	2.30	7.52	8.20
muzyka	7.46	4.88	6.44	4.80	6.70	6.00
mydliny	4.56	3.27	4.39	3.08	6.73	10.34
mydło	5.86	2.88	5.02	1.76	8.12	6.20
mysz	4.68	3.58	4.04	1.74	8.30	5.74
myśl	6.04	3.96	6.30	7.16	4.64	7.96
myśleć	6.40	4.30	6.74	6.34	5.82	7.76
myślenie	6.46	3.52	6.96	6.62	5.06	7.98
myśliwiec	4.92	4.32	6.06	2.42	7.32	9.62
myto	4.39	3.36	4.89	3.36	4.66	11.69
nabiał	5.64	2.64	4.94	2.46	7.04	9.48
nabłyszczacz	5.12	3.62	5.26	3.08	5.48	11.70
nabłyszczać	5.14	3.16	5.48	4.00	6.22	10.94
naburmuszony	3.27	5.02	4.38	6.12	6.22	10.12
nabycie	5.84	3.70	5.96	4.58	4.72	11.06
nabzdyczony	3.22	4.80	4.39	6.04	5.18	10.77
nachylić się	4.92	3.72	4.94	3.62	6.80	8.26
naciskać	4.22	3.96	5.86	4.16	6.38	7.58
naczynia	4.92	3.28	4.88	2.14	7.82	7.68
nadążyć	5.62	4.08	5.42	5.00	5.42	9.02
nadchodzić	5.28	4.06	5.78	4.20	5.84	9.08
nadciągać	4.90	4.38	5.70	4.68	5.28	9.22
nadgarstek	5.12	2.86	5.24	1.76	8.04	8.42
nadmuchać	5.02	3.86	5.36	3.76	6.88	7.86
nadpobudliwe	4.04	5.38	5.10	6.28	5.34	10.48
nadrukować	5.12	3.58	5.28	3.46	6.44	9.24
nadużycie	3.70	5.02	5.02	5.74	4.48	11.46
nadwrażliwy	3.42	4.98	3.68	6.14	4.90	10.92
nadzieja	7.24	4.00	5.76	7.52	4.88	8.74
nafta	5.04	3.88	5.42	2.06	6.46	11.18
nagi	5.20	4.84	3.84	3.00	7.94	7.64
nagle	4.58	5.38	4.78	6.36	4.58	7.66
nagły	4.78	5.04	5.34	5.58	5.16	9.06
nagradzać	6.94	4.50	6.62	5.46	6.04	7.56
nagrobek	2.94	4.58	3.80	2.06	7.92	9.68
nagroda	7.59	5.58	6.76	4.46	6.86	6.15
nagrywanie	5.40	3.70	5.68	3.46	6.50	8.86
nagwintować	4.80	4.00	5.41	4.14	4.55	13.11
naiwniaczek	3.34	4.12	3.02	5.56	4.82	10.62
naiwniak	3.38	3.84	2.64	5.40	4.90	9.98
naiwny	3.34	4.08	2.74	6.40	4.72	9.18
najeźdźca	3.08	5.12	6.30	3.72	5.84	11.04
nakrętka	5.18	3.44	5.14	1.92	7.84	8.16
naleśniki	6.76	3.62	5.08	1.84	8.20	6.28
nałogowiec	3.28	5.08	2.88	4.06	6.34	10.66
namaszczać	4.94	3.46	5.54	5.90	5.52	10.94
namaścić	4.84	3.24	5.60	5.54	5.52	11.74
namawiać	4.74	4.64	5.80	4.64	5.90	8.32
namiętność	7.28	6.30	6.02	6.90	6.38	11.10
namiętny	7.54	6.14	6.12	5.88	6.60	10.74
namiot	6.24	3.56	5.22	2.04	8.08	7.38
napad	2.76	5.78	5.30	3.68	6.94	8.94
napastliwość	3.10	5.36	5.56	5.94	5.26	11.38
napaść	2.78	5.56	5.38	3.88	6.46	8.90
napięty	3.92	5.38	5.22	4.68	6.22	9.34
napinać	4.48	4.40	5.70	3.74	6.56	8.88
napisać	5.54	3.84	5.72	3.68	6.98	6.40
napisał	5.40	3.28	5.72	4.18	6.26	7.02
napomknąć	4.88	3.50	4.64	4.96	4.86	11.34
napotkać	5.32	3.86	4.86	4.14	5.72	8.30
napój	6.16	3.06	5.28	2.16	7.62	6.78
naprawdę	5.90	3.80	5.82	6.58	3.58	6.74
naprawiać	6.14	3.92	5.94	4.18	6.64	7.76
naprawić	6.64	4.08	6.38	4.14	6.38	7.28
narkotyczny	3.32	5.16	3.62	5.64	4.84	12.28
narkotyk	3.26	5.42	3.54	2.86	6.88	10.42
narta	5.70	3.28	5.00	1.76	8.00	7.34
narząd	4.92	3.98	5.40	2.12	6.34	9.90
narzekać	3.52	4.56	4.08	5.26	6.14	9.04
narzekanie	3.18	5.26	3.62	5.82	6.22	9.16
narzędzie	5.26	3.54	5.82	2.12	6.80	7.90
narzuta	5.18	2.90	5.24	2.02	7.32	8.40
nasienie	4.90	4.06	5.42	2.16	7.02	10.84
następować	5.12	4.38	5.58	5.06	4.04	9.82
nastrojowy	6.64	3.64	5.58	6.16	5.82	10.18
nastrój	6.34	3.42	5.06	6.80	4.96	9.38
naszkicować	5.76	3.08	5.68	3.88	7.08	9.40
naszywka	5.38	3.08	5.08	2.28	7.30	9.66
natchnienie	6.78	4.26	5.98	7.16	5.00	10.16
natchniony	6.70	4.20	5.98	7.20	5.06	10.80
natrafić	5.49	3.90	5.32	4.52	4.96	8.86
natura	6.98	3.38	5.48	4.10	6.72	8.30
naturalność	6.88	3.20	5.78	6.62	5.14	9.86
naturalny	6.64	2.80	5.64	6.16	5.34	8.80
nauczyciel	5.56	3.52	6.34	2.76	7.62	6.92
nawias	5.10	2.86	5.02	3.40	7.82	8.34
nawiedzony dom	3.68	5.52	4.18	5.12	7.22	8.36
nawóz	4.50	3.58	4.50	2.08	6.98	9.38
nawyk	4.88	3.74	4.74	5.64	4.94	10.48
nawyknąć	4.82	3.70	4.51	5.72	4.06	10.82
nazwa	5.84	3.80	5.20	4.51	6.24	8.70
nazwać	5.10	2.98	5.38	5.16	4.84	7.00
nektar	5.24	3.18	6.10	5.64	4.90	6.74
nerka	6.20	3.26	5.28	2.26	7.02	9.44
nerw	5.00	4.02	4.72	1.78	7.60	10.02
nerwicowy	4.28	5.52	5.26	2.46	6.76	10.70
nerwowość	3.14	5.96	3.64	6.10	5.42	10.90
nerwowy	3.18	5.64	4.42	6.10	5.78	9.94
nerwy	3.26	5.88	4.18	5.86	6.22	9.22
netto	3.44	5.40	4.72	4.30	6.38	9.36
neurotyczny	5.34	3.38	5.08	4.96	3.92	12.44
nędza	3.85	4.76	4.16	6.00	4.04	12.49
nędzny	2.56	5.00	2.54	5.52	6.20	9.76
niańczyć	2.88	4.62	2.44	6.14	5.52	10.74
nicpoń	4.54	3.76	4.50	4.80	6.34	9.68
nić Ariadny	4.26	4.48	4.46	4.58	5.27	9.74
nie	5.65	3.65	5.78	6.50	5.39	12.12
nie lubić	4.00	4.68	5.98	5.96	3.74	5.80
nieatrakcyjny	3.26	4.32	3.30	6.36	5.42	10.34
niebezpieczeństwo	2.78	5.96	3.88	6.12	5.44	8.54
niebezpieczny	2.94	5.92	5.16	6.02	5.62	8.00
niebieski	6.36	2.98	5.22	4.48	8.14	6.36
niebiosa	6.38	3.10	6.22	6.06	6.50	9.32
niebo	7.22	3.38	5.86	4.38	8.04	6.40
niechętny	3.44	4.22	3.98	6.08	5.02	9.44
niechlujny	3.08	4.86	3.36	5.38	5.82	9.50
niecierpliwość	3.40	4.76	4.10	6.44	4.84	9.22
niecierpliwy	3.40	5.18	4.14	5.94	5.12	9.16
niecka	5.07	3.02	4.45	3.02	4.84	12.07
nieczułość	3.20	4.86	4.90	6.69	4.86	10.36
nieczuły	2.96	4.76	4.92	6.24	5.06	9.54
nieczystości	2.90	4.70	3.52	4.16	6.16	10.58
niedbałość	3.30	4.56	3.48	6.14	4.76	10.10
niedbały	3.54	4.42	3.60	5.62	5.06	9.58
niedoborem	3.50	3.88	3.56	5.78	3.68	11.39
niedociągnięcie	3.56	4.24	3.60	5.66	4.08	10.66
niedojrzałość	3.26	4.76	3.46	6.70	4.92	10.80
niedojrzały	3.60	4.52	3.16	6.20	4.94	9.86
niedokładny	3.68	4.14	3.52	5.94	4.80	8.14
niedola	3.24	4.56	2.82	6.04	4.66	11.02
niedoświadczony	4.04	4.43	3.38	6.12	4.24	9.78
niedźwiedzie	5.42	4.38	5.70	2.20	7.92	7.22
nieelastyczny	3.70	3.84	4.34	5.22	5.02	10.96
nieetyczne	3.22	4.70	4.66	7.08	4.00	11.98
nieetyczność	3.10	5.14	4.24	7.10	3.50	12.24
niefart	3.19	4.24	3.14	6.74	4.34	9.24
nieformalny	5.14	3.84	5.02	6.22	4.28	11.20
niefrasobliwy	4.35	4.37	4.79	6.46	4.00	12.58
niegodziwy	2.98	4.88	4.42	6.68	4.22	11.40
niegrzeczny	3.62	4.94	4.60	6.18	5.50	7.20
niehonorowość	2.80	4.72	3.84	7.30	3.76	11.02
nieinteligentny	3.18	4.34	3.08	6.74	4.58	10.56
nieinteresujący	3.42	3.50	3.08	6.68	4.40	9.12
nieistotny	3.92	3.14	3.26	6.12	3.76	10.18
niejasny	3.86	3.82	3.44	5.84	4.38	9.46
niekochany	2.54	5.54	2.88	6.30	4.60	9.38
niekompetencja	3.06	4.68	3.16	6.30	4.14	11.34
niekompetentny	3.14	4.58	3.30	6.58	4.20	11.36
niekonwencjonalne	6.08	4.24	5.90	6.78	4.16	12.00
nielegalny	3.46	5.48	4.54	6.20	5.26	10.04
nielojalny	2.88	5.42	3.98	6.46	4.26	10.84
nielubić	3.34	4.92	4.46	6.40	4.76	6.42
nieład	3.80	4.60	3.96	5.66	6.04	9.60
Niemcy	5.38	4.34	6.24	2.84	6.70	9.52
niemiłosierny	3.36	4.94	4.94	6.64	3.84	10.66
niemoralny	3.35	4.94	4.58	6.72	4.28	11.12
niemowlak	6.50	3.70	3.46	2.50	8.08	7.60
niemowlę	6.26	3.48	3.36	2.28	7.78	8.14
nienawidzić	2.02	6.42	4.54	6.62	5.44	8.40
nienawistny	3.02	5.30	4.32	6.73	4.22	11.32
nienawiść	2.16	5.98	4.52	7.44	5.64	8.76
nieobecny	4.06	3.78	3.40	5.46	4.72	9.06
nieobliczalny	3.56	5.66	5.26	6.66	4.52	10.18
nieodpowiedni	3.62	4.58	3.68	6.70	4.16	10.06
nieodpowiedzialność	3.16	5.12	3.48	6.98	4.02	10.86
nieokrzesany	4.04	5.06	4.71	6.06	4.74	11.12
niepełnosprawność	3.22	4.90	2.94	5.02	6.66	9.52
niepełnosprawny	3.70	4.68	3.14	4.08	7.30	9.34
niepewność	3.40	4.06	3.10	6.62	4.86	9.60
niepewny	3.60	4.02	3.36	6.07	4.38	9.70
niepokoić	3.12	5.28	4.20	5.88	4.96	9.40
niepokój	2.92	5.32	3.28	6.46	5.52	9.24
nieporęczny	3.62	4.14	3.64	5.36	5.26	10.54
nieposłuszny	3.72	4.90	4.98	5.70	5.24	8.04
niepowodzenie	2.96	4.60	2.96	5.92	4.54	9.78
niepraktyczny	3.36	3.76	3.58	5.86	4.26	10.52
nieprawdziwość	3.02	4.84	3.88	6.76	4.53	10.54
nieprawdziwy	3.58	4.84	3.98	6.26	3.80	8.54
nieproduktywny	3.32	4.06	3.20	6.18	3.74	11.24
nieprzychylność	3.34	5.10	4.52	6.62	4.26	11.98
nieprzyjazność	2.90	5.02	4.66	7.10	4.52	10.02
nieprzyjazny	3.04	4.80	4.68	6.44	5.36	8.66
nieprzyjemny	3.12	4.70	3.52	6.14	4.92	8.62
nieprzyzwoity	4.06	5.26	4.58	6.62	5.10	10.40
nieromantyczne	3.78	4.30	4.54	6.86	4.10	10.82
nierozsądny	3.60	4.70	3.72	6.60	4.66	11.30
nieroztropność	3.52	4.68	3.86	6.56	3.84	11.24
nierozwaga	3.64	4.74	3.58	6.50	4.32	10.46
nieruchomy	4.48	3.00	4.32	4.42	5.90	8.84
nierzetelność	3.22	4.66	3.72	6.74	3.76	12.28
nieskuteczny	3.20	4.42	2.98	5.92	4.02	9.36
niesłowność	2.84	5.02	4.24	6.70	3.90	11.00
niespodzianka	7.20	5.50	5.10	5.50	5.92	6.94
niespokojny	3.28	4.76	3.88	6.02	5.56	8.80
niesprawiedliwość	2.60	5.48	3.36	7.52	4.64	8.88
niesprawiedliwy	2.76	5.02	4.12	6.56	4.52	8.34
niestabilny	3.40	4.50	3.36	5.76	5.40	9.96
nieszczelność	3.42	4.02	3.50	4.64	6.00	10.20
nieszczerość	2.86	5.64	3.90	6.98	4.22	9.48
nieszczery	2.66	5.28	4.12	6.27	4.68	9.60
nieszczęście	2.34	5.46	3.30	6.78	4.74	8.40
nieszczęśliwy	2.44	5.66	3.16	6.80	5.74	8.06
nieść	5.10	3.78	5.14	3.80	6.30	7.24
nieśmiały	4.10	3.40	3.18	6.38	5.34	9.24
nieśpiesznie	5.18	3.14	4.84	5.52	4.58	11.26
nietaktowny	3.52	4.36	4.20	6.32	4.60	10.92
nietolerancja	3.14	5.02	4.16	7.20	4.98	11.22
nietolerancyjny	3.02	5.34	4.62	6.98	5.38	11.44
nietoperz	4.88	3.72	4.96	1.80	8.30	8.14
nietrwały	3.66	4.02	3.18	5.74	4.70	10.30
nieuctwo	2.96	4.58	3.08	5.88	4.63	10.48
nieuczciwy	2.64	5.18	4.40	6.38	4.48	9.04
nieudolność	2.98	4.68	2.66	6.44	4.12	11.02
nieufność	3.30	4.86	3.56	7.08	4.74	9.86
nieugięty	5.22	4.16	6.96	6.30	4.76	10.56
nieuprzejmość	3.06	5.00	4.84	6.34	5.38	9.90
nieuprzejmy	2.88	4.64	4.64	6.28	5.12	8.84
nieustraszony	6.62	5.14	7.08	6.62	5.00	10.10
nieuważny	3.80	3.94	3.90	6.22	4.58	9.28
nieważny	3.44	3.32	3.06	6.16	4.18	7.88
niewątpliwy	5.42	4.20	5.90	5.94	3.34	10.70
niewdzięczny	2.90	4.88	4.06	6.56	4.48	10.18
niewielki	4.96	2.96	3.80	5.50	5.10	7.76
niewierność	2.36	6.28	3.92	6.32	5.36	10.78
niewierny	2.58	5.98	3.70	5.94	5.12	10.16
niewierzący	4.60	4.04	4.74	6.60	4.62	9.34
niewinność	6.50	3.56	4.46	6.84	5.00	9.28
niewinny	6.20	3.28	4.46	6.14	4.94	8.44
niewłaściwym torze	3.70	4.38	3.58	5.20	4.50	10.64
niewolnik	2.62	5.32	2.04	3.10	6.94	9.86
niewygoda	3.64	4.44	3.38	5.66	4.80	8.82
niewygodny	3.30	4.42	3.76	5.48	5.42	7.12
niewyraźny	3.80	3.70	3.40	5.70	5.84	9.14
niewystarczający	3.62	4.04	3.70	6.18	4.34	10.34
niewyszukany	4.28	2.84	3.76	6.06	4.06	11.04
niewzruszony	4.38	3.72	5.72	6.18	5.08	11.80
niezachwiany	5.86	3.48	6.80	6.06	4.76	11.70
niezadowolenie	3.38	4.36	4.20	6.08	5.48	9.08
niezadowolony	3.20	4.82	3.84	5.86	5.68	8.30
niezależność	6.92	4.68	7.46	6.78	4.80	10.82
niezależny	6.62	4.54	7.80	6.46	4.62	10.64
niezaradny	3.32	4.28	3.46	6.16	4.96	10.54
niezawodność	6.72	4.22	6.56	6.56	3.94	10.94
niezawodny	6.72	3.84	6.80	6.40	4.34	9.72
niezdarność	3.36	4.34	3.34	5.80	5.06	9.52
niezdarny	3.58	4.12	3.12	5.98	5.22	8.86
niezdecydowanie	3.60	4.36	3.20	6.70	5.10	9.58
niezdecydowany	3.66	4.44	3.24	6.28	4.82	9.64
niezdrowy	3.35	4.64	3.44	5.68	5.40	7.70
niezgodny	3.46	4.38	4.06	5.72	4.22	9.80
niezgrabny	3.60	4.24	3.52	5.26	5.44	9.72
niezłomny	5.98	4.18	6.62	6.78	4.40	11.46
nieznośny	3.20	4.92	4.16	5.90	5.38	9.42
niezręczność	3.48	4.60	3.56	5.88	4.74	10.74
niezręczny	3.40	4.62	3.62	6.18	4.88	10.74
niezrównoważony	3.08	5.34	3.58	6.64	4.92	11.70
niezwykły	6.98	4.90	6.26	6.54	4.62	8.78
nieżyczliwość	2.92	4.88	4.58	6.62	4.47	10.34
nieżyt żołądka i jelit	1.94	5.53	2.94	3.14	4.10	13.31
nikiel	5.14	3.14	4.92	2.23	4.60	12.50
nimfa	6.51	3.38	5.58	5.10	6.80	10.68
niski	4.30	2.96	3.90	4.46	6.60	6.80
nisza	4.86	2.82	4.18	4.69	4.61	11.43
niższość	3.24	4.12	2.96	5.41	4.70	10.00
noc	6.28	3.26	5.20	3.30	8.06	6.04
noga	5.28	3.06	5.22	1.56	7.88	6.16
nonkonformistycznie	5.09	4.39	6.93	7.00	3.63	13.54
nonsens	4.04	4.08	4.29	6.39	3.40	11.58
nonszalancki	4.90	4.44	5.60	6.70	5.20	12.64
norma	5.16	3.16	5.30	5.88	4.04	10.58
normalny	5.56	2.70	5.28	6.50	3.86	7.56
Norwegia	6.42	3.66	5.72	2.72	6.06	10.16
nos	5.16	3.18	5.14	1.88	8.02	5.88
nosić	5.24	3.42	5.30	3.70	6.38	6.88
nostalgia	4.66	3.20	3.82	7.44	4.76	12.30
nosze	3.98	3.90	4.06	2.24	7.62	9.10
nowoczesny	6.32	4.36	6.42	6.08	6.06	9.20
nowotwór	1.68	6.74	3.64	3.46	5.92	10.62
nowożeńcy	7.20	4.70	5.66	3.06	7.54	10.38
nowy	6.16	4.18	5.58	5.48	5.46	6.90
nożyczki	4.98	3.80	5.64	1.72	8.14	6.42
nóż	4.48	5.08	5.96	1.52	8.32	6.69
nuda	3.10	2.58	3.68	6.28	5.92	6.32
nudności	2.70	4.38	3.06	3.84	6.70	10.16
nudny	3.14	2.46	3.48	6.38	5.50	6.72
nudzić	3.16	2.72	3.56	5.50	5.74	6.94
nurek	5.46	3.54	5.22	2.06	7.74	8.60
nurkować	5.54	4.00	5.20	3.50	7.56	8.16
nurkowanie	5.66	3.98	5.20	3.46	7.46	8.78
oaza	6.74	2.76	5.64	3.32	7.48	9.54
obawiać się	3.22	4.88	3.50	5.72	5.26	9.56
obciąć	4.20	4.32	4.66	3.52	6.82	7.44
obciążony	3.76	4.30	3.48	4.76	5.62	9.60
obciążyć	3.60	4.86	4.92	4.54	5.56	9.98
obcy	4.04	4.50	4.58	5.20	5.78	7.44
obecny	5.58	3.74	5.62	5.16	4.94	7.98
obejmować	6.68	3.82	5.76	4.30	7.20	7.86
obfitość	6.52	4.12	6.46	5.34	6.14	10.36
obiektyw	5.92	3.34	5.84	2.06	7.78	10.16
obiektywnie	6.04	3.46	5.82	6.62	4.22	10.84
obierać	4.76	3.12	5.02	3.94	6.64	7.72
objawić	5.49	4.20	5.44	6.02	5.14	9.56
objąć	6.36	3.50	6.12	4.20	7.26	7.84
oblepić	4.38	3.88	5.00	3.88	6.33	9.22
obliczanie	5.24	3.60	5.98	4.38	6.74	8.42
obława	4.00	4.86	5.29	4.47	5.84	12.24
obłąkany	2.88	5.42	3.46	6.24	5.64	10.84
obły	4.60	3.22	4.28	4.30	5.48	12.34
obmyślanie	5.44	3.82	5.82	6.20	5.00	9.88
obniżyć	4.36	3.94	4.44	4.72	5.82	8.54
obojętność	3.98	3.42	3.84	6.60	4.94	10.06
obojętny	4.22	3.10	4.58	6.28	5.24	9.28
obolałość	3.24	4.64	3.24	4.56	5.92	10.28
obornik	3.68	4.38	3.64	2.22	6.66	10.06
obowiązek	4.90	4.26	5.42	6.36	4.94	9.44
obowiązkowość	5.92	3.94	6.00	6.12	4.48	9.14
obowiązkowy	5.34	3.88	5.78	5.78	4.70	9.04
